time_s,voiced_ratio,lufs_now,speech_med,ambient_med,snr_est_db
0.00,0.00,-44.57,,-44.57,
0.50,0.00,-45.61,,-45.09,
1.00,0.00,-44.90,,-44.90,
1.50,0.00,-43.34,,-44.74,
2.00,0.00,-42.87,,-44.57,
2.50,0.00,-42.77,,-43.96,
3.00,0.00,-43.70,,-43.70,
3.50,0.00,-45.64,,-44.13,
4.00,0.00,-45.78,,-44.57,
4.50,0.00,-45.44,,-44.74,
5.00,0.00,-44.75,,-44.83,
5.50,0.00,-44.78,,-44.77,
6.00,0.00,-44.73,,-44.74,
